time (time)	v(d) (voltage)	v(clk) (voltage)	v(s) (voltage)	v(r) (voltage)	v(q) (voltage)
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.497166e-01
1.000000e-12	0.000000e+00	1.700000e-03	0.000000e+00	0.000000e+00	8.497514e-01
2.000000e-12	0.000000e+00	3.400000e-03	0.000000e+00	0.000000e+00	8.497601e-01
4.000000e-12	0.000000e+00	6.800000e-03	0.000000e+00	0.000000e+00	8.497775e-01
8.000000e-12	0.000000e+00	1.360000e-02	0.000000e+00	0.000000e+00	8.497963e-01
1.600000e-11	0.000000e+00	2.720000e-02	0.000000e+00	0.000000e+00	8.498178e-01
3.200000e-11	0.000000e+00	5.440000e-02	0.000000e+00	0.000000e+00	8.498492e-01
6.400000e-11	0.000000e+00	1.088000e-01	0.000000e+00	0.000000e+00	8.498926e-01
1.280000e-10	0.000000e+00	2.176000e-01	0.000000e+00	0.000000e+00	8.499376e-01
2.560000e-10	0.000000e+00	4.352000e-01	0.000000e+00	0.000000e+00	8.499562e-01
5.000000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.499121e-01
5.256000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.499185e-01
5.768000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.499412e-01
6.792000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.499756e-01
8.840000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.499610e-01
1.293600e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.498963e-01
2.112800e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.498193e-01
3.751200e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.497648e-01
7.028000e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.497415e-01
1.050000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.497367e-01
1.055000e-08	0.000000e+00	7.650000e-01	0.000000e+00	0.000000e+00	8.497524e-01
1.065000e-08	0.000000e+00	5.950000e-01	0.000000e+00	0.000000e+00	8.497984e-01
1.085000e-08	0.000000e+00	2.550000e-01	0.000000e+00	0.000000e+00	8.498796e-01
1.100000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.499140e-01
1.104000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.499305e-01
1.112000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.499458e-01
1.128000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.499399e-01
1.160000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.499094e-01
