time (time)	v(d) (voltage)	v(clk) (voltage)	v(s) (voltage)	v(r) (voltage)	v(q) (voltage)
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.354625e-07
1.000000e-12	0.000000e+00	1.700000e-03	0.000000e+00	0.000000e+00	1.504105e-06
2.000000e-12	0.000000e+00	3.400000e-03	0.000000e+00	0.000000e+00	1.936126e-06
4.000000e-12	0.000000e+00	6.800000e-03	0.000000e+00	0.000000e+00	2.472381e-06
8.000000e-12	0.000000e+00	1.360000e-02	0.000000e+00	0.000000e+00	4.031496e-06
1.600000e-11	0.000000e+00	2.720000e-02	0.000000e+00	0.000000e+00	6.573120e-06
3.200000e-11	0.000000e+00	5.440000e-02	0.000000e+00	0.000000e+00	9.747841e-06
6.400000e-11	0.000000e+00	1.088000e-01	0.000000e+00	0.000000e+00	1.290549e-05
1.280000e-10	0.000000e+00	2.176000e-01	0.000000e+00	0.000000e+00	1.453046e-05
2.560000e-10	0.000000e+00	4.352000e-01	0.000000e+00	0.000000e+00	5.217081e-06
5.000000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	-2.729185e-05
5.256000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	-3.031256e-05
5.768000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	-2.069545e-05
6.792000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.208307e-05
8.840000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.283941e-05
1.293600e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	-1.791763e-06
1.978896e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.493615e-06
3.349489e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.994206e-07
6.090673e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.706181e-06
1.050000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.592588e-07
1.055000e-08	0.000000e+00	7.650000e-01	0.000000e+00	0.000000e+00	-9.936581e-06
1.065000e-08	0.000000e+00	5.950000e-01	0.000000e+00	0.000000e+00	-1.520067e-05
1.085000e-08	0.000000e+00	2.550000e-01	0.000000e+00	0.000000e+00	-4.453301e-06
1.100000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.303564e-05
1.104000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.551664e-05
1.112000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.727562e-05
1.128000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.793854e-05
1.160000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.463190e-05
1.224000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.950374e-06
1.352000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.184414e-06
1.507248e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.187257e-06
1.817743e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.343802e-06
2.000000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.352323e-06
2.005000e-08	0.000000e+00	8.500000e-02	0.000000e+00	0.000000e+00	5.832840e-06
2.015000e-08	0.000000e+00	2.550000e-01	0.000000e+00	0.000000e+00	1.416465e-05
2.035000e-08	0.000000e+00	5.950000e-01	0.000000e+00	0.000000e+00	-9.194904e-06
2.050000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	-2.555911e-05
2.054000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	-2.464373e-05
2.062000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	-3.103836e-06
2.078000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.897714e-05
2.110000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	5.581609e-07
2.172242e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	7.770225e-07
2.271752e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	2.804085e-07
2.470774e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.720692e-06
2.500000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	4.104839e-07
2.505000e-08	8.500000e-02	8.500000e-01	8.500000e-02	0.000000e+00	1.284954e-03
2.515000e-08	2.550000e-01	8.500000e-01	2.550000e-01	0.000000e+00	4.545197e-03
2.535000e-08	5.950000e-01	8.500000e-01	5.950000e-01	0.000000e+00	1.884266e-02
2.550000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	1.409860e-02
2.554000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	6.997782e-03
2.562000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	1.368745e-04
2.578000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	-7.859813e-04
2.610000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	2.445970e-04
2.666993e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	-1.023869e-04
