time (time)	v(d) (voltage)	v(clk) (voltage)	v(s) (voltage)	v(r) (voltage)	v(q) (voltage)
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.047684e-06
1.000000e-12	0.000000e+00	1.700000e-03	0.000000e+00	0.000000e+00	8.731003e-06
2.000000e-12	0.000000e+00	3.400000e-03	0.000000e+00	0.000000e+00	1.335043e-05
4.000000e-12	0.000000e+00	6.800000e-03	0.000000e+00	0.000000e+00	2.049626e-05
8.000000e-12	0.000000e+00	1.360000e-02	0.000000e+00	0.000000e+00	2.411244e-05
1.600000e-11	0.000000e+00	2.720000e-02	0.000000e+00	0.000000e+00	2.651368e-05
3.200000e-11	0.000000e+00	5.440000e-02	0.000000e+00	0.000000e+00	2.199402e-05
6.400000e-11	0.000000e+00	1.088000e-01	0.000000e+00	0.000000e+00	1.531301e-05
1.280000e-10	0.000000e+00	2.176000e-01	0.000000e+00	0.000000e+00	7.078150e-06
2.560000e-10	0.000000e+00	4.352000e-01	0.000000e+00	0.000000e+00	-6.954486e-06
5.000000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	-6.164240e-06
5.256000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	3.888695e-06
5.768000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.853513e-05
6.792000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.326773e-06
8.840000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	-2.434173e-06
1.283244e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	2.404185e-06
2.081732e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.446472e-06
3.678708e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	2.548571e-06
6.872661e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.540564e-06
1.050000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	2.548694e-06
1.055000e-08	0.000000e+00	7.650000e-01	0.000000e+00	0.000000e+00	-2.047676e-06
1.065000e-08	0.000000e+00	5.950000e-01	0.000000e+00	0.000000e+00	-1.642104e-07
1.085000e-08	0.000000e+00	2.550000e-01	0.000000e+00	0.000000e+00	6.097469e-06
1.100000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.359611e-05
1.104000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.332121e-05
1.112000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.629848e-06
1.128000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.749307e-05
1.160000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.583596e-06
1.224000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.764389e-06
1.308430e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.355317e-07
1.477290e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.278771e-06
1.815010e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.068572e-07
2.000000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.023234e-06
2.005000e-08	0.000000e+00	8.500000e-02	0.000000e+00	0.000000e+00	9.471455e-06
2.015000e-08	0.000000e+00	2.550000e-01	0.000000e+00	0.000000e+00	9.714374e-06
2.035000e-08	0.000000e+00	5.950000e-01	0.000000e+00	0.000000e+00	-1.582551e-05
2.050000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.284260e-05
2.054000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.235703e-05
2.062000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	9.236652e-06
2.078000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	-3.288584e-07
2.110000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	7.076648e-07
2.174000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	2.352860e-06
2.302000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	1.767078e-06
2.500000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	2.231746e-06
2.505000e-08	8.500000e-02	8.500000e-01	8.500000e-02	0.000000e+00	1.196121e-03
2.515000e-08	2.550000e-01	8.500000e-01	2.550000e-01	0.000000e+00	5.116623e-03
2.535000e-08	5.950000e-01	8.500000e-01	5.950000e-01	0.000000e+00	1.560148e-02
2.550000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	6.841041e-03
2.554000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	3.353153e-03
2.562000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	2.799518e-05
2.578000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	5.459426e-05
2.610000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	5.675485e-06
2.664651e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	5.330850e-05
2.719859e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	1.291700e-05
2.830274e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	4.878114e-05
2.934137e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	1.563553e-05
3.050000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	4.628735e-05
3.055000e-08	8.500000e-01	7.650000e-01	8.500000e-01	0.000000e+00	2.807088e-05
3.065000e-08	8.500000e-01	5.950000e-01	8.500000e-01	0.000000e+00	2.392806e-05
3.085000e-08	8.500000e-01	2.550000e-01	8.500000e-01	0.000000e+00	3.938393e-05
3.100000e-08	8.500000e-01	0.000000e+00	8.500000e-01	0.000000e+00	5.607476e-05
3.104000e-08	8.500000e-01	0.000000e+00	8.500000e-01	0.000000e+00	5.678243e-05
3.112000e-08	8.500000e-01	0.000000e+00	8.500000e-01	0.000000e+00	3.344520e-05
3.128000e-08	8.500000e-01	0.000000e+00	8.500000e-01	0.000000e+00	3.136882e-06
3.160000e-08	8.500000e-01	0.000000e+00	8.500000e-01	0.000000e+00	4.080750e-05
3.224000e-08	8.500000e-01	0.000000e+00	8.500000e-01	0.000000e+00	3.056538e-05
3.284349e-08	8.500000e-01	0.000000e+00	8.500000e-01	0.000000e+00	2.996427e-05
3.405046e-08	8.500000e-01	0.000000e+00	8.500000e-01	0.000000e+00	3.477707e-05
3.531166e-08	8.500000e-01	0.000000e+00	8.500000e-01	0.000000e+00	2.810992e-05
3.783407e-08	8.500000e-01	0.000000e+00	8.500000e-01	0.000000e+00	3.502116e-05
4.000000e-08	8.500000e-01	0.000000e+00	8.500000e-01	0.000000e+00	2.806881e-05
4.005000e-08	8.500000e-01	8.500000e-02	8.500000e-01	0.000000e+00	3.605333e-05
4.015000e-08	8.500000e-01	2.550000e-01	8.500000e-01	0.000000e+00	5.554970e-05
4.035000e-08	8.500000e-01	5.950000e-01	8.500000e-01	0.000000e+00	8.255016e-05
4.050000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	-8.938258e-04
4.054000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	-1.767794e-03
4.062000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	-4.568350e-03
4.078000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	3.664163e-02
4.110000e-08	8.500000e-01	8.500000e-01	8.500000e-01	0.000000e+00	5.417016e-01
