time (time)	v(d) (voltage)	v(clk) (voltage)	v(s) (voltage)	v(r) (voltage)	v(q) (voltage)
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.499589e-01
1.000000e-12	0.000000e+00	1.700000e-03	0.000000e+00	0.000000e+00	8.499710e-01
2.000000e-12	0.000000e+00	3.400000e-03	0.000000e+00	0.000000e+00	8.499810e-01
4.000000e-12	0.000000e+00	6.800000e-03	0.000000e+00	0.000000e+00	8.499968e-01
8.000000e-12	0.000000e+00	1.360000e-02	0.000000e+00	0.000000e+00	8.500156e-01
1.600000e-11	0.000000e+00	2.720000e-02	0.000000e+00	0.000000e+00	8.500418e-01
3.200000e-11	0.000000e+00	5.440000e-02	0.000000e+00	0.000000e+00	8.500821e-01
6.400000e-11	0.000000e+00	1.088000e-01	0.000000e+00	0.000000e+00	8.501379e-01
1.280000e-10	0.000000e+00	2.176000e-01	0.000000e+00	0.000000e+00	8.501925e-01
2.560000e-10	0.000000e+00	4.352000e-01	0.000000e+00	0.000000e+00	8.502063e-01
5.000000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.501303e-01
5.256000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.501296e-01
5.768000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.501469e-01
6.792000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.502020e-01
8.840000e-10	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.502111e-01
1.293600e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.501210e-01
1.973287e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.500609e-01
3.332662e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.500107e-01
6.051412e-09	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.499855e-01
1.050000e-08	0.000000e+00	8.500000e-01	0.000000e+00	0.000000e+00	8.499736e-01
1.055000e-08	0.000000e+00	7.650000e-01	0.000000e+00	0.000000e+00	8.499927e-01
1.065000e-08	0.000000e+00	5.950000e-01	0.000000e+00	0.000000e+00	8.500391e-01
1.085000e-08	0.000000e+00	2.550000e-01	0.000000e+00	0.000000e+00	8.501254e-01
1.100000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.501616e-01
1.104000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.501813e-01
1.112000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.501994e-01
1.128000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.501805e-01
1.160000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.501318e-01
1.224000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.500776e-01
1.352000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.500111e-01
1.504406e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.500022e-01
1.809217e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.499830e-01
2.000000e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.499883e-01
