time (time),v(d) (voltage),v(clk) (voltage),v(s) (voltage),v(r) (voltage),v(q) (voltage)
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.499454e-01
1.000000e-12,0.000000e+00,1.700000e-03,0.000000e+00,0.000000e+00,8.499711e-01
2.000000e-12,0.000000e+00,3.400000e-03,0.000000e+00,0.000000e+00,8.499943e-01
4.000000e-12,0.000000e+00,6.800000e-03,0.000000e+00,0.000000e+00,8.500426e-01
8.000000e-12,0.000000e+00,1.360000e-02,0.000000e+00,0.000000e+00,8.501176e-01
1.600000e-11,0.000000e+00,2.720000e-02,0.000000e+00,0.000000e+00,8.502041e-01
3.200000e-11,0.000000e+00,5.440000e-02,0.000000e+00,0.000000e+00,8.502374e-01
6.400000e-11,0.000000e+00,1.088000e-01,0.000000e+00,0.000000e+00,8.501186e-01
1.280000e-10,0.000000e+00,2.176000e-01,0.000000e+00,0.000000e+00,8.499417e-01
2.560000e-10,0.000000e+00,4.352000e-01,0.000000e+00,0.000000e+00,8.498364e-01
4.194525e-10,0.000000e+00,7.130692e-01,0.000000e+00,0.000000e+00,8.496393e-01
5.000000e-10,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,8.503748e-01
5.171496e-10,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,8.502458e-01
5.514487e-10,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,8.500801e-01
6.200470e-10,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,8.499987e-01
7.572436e-10,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,8.499674e-01
1.031637e-09,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,8.499457e-01
1.580423e-09,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,8.499440e-01
2.677996e-09,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,8.499476e-01
4.873141e-09,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,8.499475e-01
9.263432e-09,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,8.499441e-01
1.050000e-08,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,8.499472e-01
1.055000e-08,0.000000e+00,7.650000e-01,0.000000e+00,0.000000e+00,8.498907e-01
1.065000e-08,0.000000e+00,5.950000e-01,0.000000e+00,0.000000e+00,8.498979e-01
1.085000e-08,0.000000e+00,2.550000e-01,0.000000e+00,0.000000e+00,8.500163e-01
1.100000e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.501119e-01
1.104000e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.501335e-01
1.112000e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.499015e-01
1.128000e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.497802e-01
1.151836e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.500501e-01
1.176226e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.498935e-01
1.216249e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.499998e-01
1.279945e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.499032e-01
