time (time),v(d) (voltage),v(clk) (voltage),v(s) (voltage),v(r) (voltage),v(q) (voltage)
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.624334e-06
1.000000e-12,0.000000e+00,1.700000e-03,0.000000e+00,0.000000e+00,1.057637e-05
2.000000e-12,0.000000e+00,3.400000e-03,0.000000e+00,0.000000e+00,1.455896e-05
4.000000e-12,0.000000e+00,6.800000e-03,0.000000e+00,0.000000e+00,2.087448e-05
8.000000e-12,0.000000e+00,1.360000e-02,0.000000e+00,0.000000e+00,2.454705e-05
1.600000e-11,0.000000e+00,2.720000e-02,0.000000e+00,0.000000e+00,2.822454e-05
3.200000e-11,0.000000e+00,5.440000e-02,0.000000e+00,0.000000e+00,2.688613e-05
6.400000e-11,0.000000e+00,1.088000e-01,0.000000e+00,0.000000e+00,2.364326e-05
1.280000e-10,0.000000e+00,2.176000e-01,0.000000e+00,0.000000e+00,1.788984e-05
2.560000e-10,0.000000e+00,4.352000e-01,0.000000e+00,0.000000e+00,5.086669e-06
5.000000e-10,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,-1.762023e-05
5.256000e-10,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,-1.719268e-05
5.768000e-10,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,-4.882777e-06
6.792000e-10,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,2.068820e-05
8.840000e-10,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,8.889570e-06
1.293600e-09,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,-1.252039e-07
1.978354e-09,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,6.553578e-06
3.347862e-09,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,2.774522e-06
6.086878e-09,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,6.318525e-06
1.050000e-08,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,2.993097e-06
1.055000e-08,0.000000e+00,7.650000e-01,0.000000e+00,0.000000e+00,-2.798295e-06
1.065000e-08,0.000000e+00,5.950000e-01,0.000000e+00,0.000000e+00,-3.171725e-06
1.085000e-08,0.000000e+00,2.550000e-01,0.000000e+00,0.000000e+00,9.029195e-06
1.100000e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.553995e-05
1.104000e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.724310e-05
1.112000e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.028975e-05
1.128000e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.441742e-05
1.160000e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.344897e-07
1.224000e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.921595e-06
1.311111e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.060387e-06
1.485334e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.612704e-06
1.833778e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.787934e-06
2.000000e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.209212e-06
2.005000e-08,0.000000e+00,8.500000e-02,0.000000e+00,0.000000e+00,1.347053e-05
2.015000e-08,0.000000e+00,2.550000e-01,0.000000e+00,0.000000e+00,1.821421e-05
2.035000e-08,0.000000e+00,5.950000e-01,0.000000e+00,0.000000e+00,-5.818508e-06
2.050000e-08,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,-1.399020e-05
2.054000e-08,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,-1.115117e-05
2.062000e-08,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,9.274789e-06
2.078000e-08,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,2.105252e-05
2.110000e-08,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,-2.584846e-06
2.173588e-08,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,7.815409e-06
2.270200e-08,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,1.834087e-06
2.463426e-08,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,7.109156e-06
2.500000e-08,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,3.835665e-06
2.505000e-08,8.500000e-02,8.500000e-01,8.500000e-02,0.000000e+00,1.251379e-03
2.515000e-08,2.550000e-01,8.500000e-01,2.550000e-01,0.000000e+00,4.418159e-03
2.535000e-08,5.950000e-01,8.500000e-01,5.950000e-01,0.000000e+00,1.908103e-02
2.550000e-08,8.500000e-01,8.500000e-01,8.500000e-01,0.000000e+00,1.556306e-02
2.554000e-08,8.500000e-01,8.500000e-01,8.500000e-01,0.000000e+00,8.128461e-03
2.562000e-08,8.500000e-01,8.500000e-01,8.500000e-01,0.000000e+00,5.637790e-04
2.578000e-08,8.500000e-01,8.500000e-01,8.500000e-01,0.000000e+00,-7.394905e-04
2.610000e-08,8.500000e-01,8.500000e-01,8.500000e-01,0.000000e+00,2.129711e-04
2.666852e-08,8.500000e-01,8.500000e-01,8.500000e-01,0.000000e+00,-8.454299e-05
2.768921e-08,8.500000e-01,8.500000e-01,8.500000e-01,0.000000e+00,1.130348e-04
2.870538e-08,8.500000e-01,8.500000e-01,8.500000e-01,0.000000e+00,-3.736827e-05
3.050000e-08,8.500000e-01,8.500000e-01,8.500000e-01,0.000000e+00,8.360345e-05
3.055000e-08,8.500000e-01,7.650000e-01,8.500000e-01,0.000000e+00,4.762983e-05
3.065000e-08,8.500000e-01,5.950000e-01,8.500000e-01,0.000000e+00,1.836481e-05
3.085000e-08,8.500000e-01,2.550000e-01,8.500000e-01,0.000000e+00,3.072813e-05
3.100000e-08,8.500000e-01,0.000000e+00,8.500000e-01,0.000000e+00,6.879865e-05
